"","word","score","n"
"1","like",0.5,14
"2","professor",0.4,13
"3","black",-0.25,12
"4","right",0.8,9
"5","good",0.75,7
"6","great",0.5,7
"7","well",0.8,7
"8","witch",-0.4,6
"9","better",0.8,4
"10","fire",-0.25,4
"11","joke",0.6,4
"12","magic",0.25,4
"13","staring",-0.25,4
"14","stop",-0.4,4
"15","clean",0.75,3
"16","completely",0.4,3
"17","dangerous",-0.5,3
"18","famous",0.5,3
"19","feeling",0.25,3
"20","forward",0.6,3
"21","horrible",-0.75,3
"22","mud",-0.25,3
"23","seized",-0.6,3
"24","stopped",-0.4,3
"25","truth",1,3
"26","vampire",-0.1,3
"27","visit",0.4,3
"28","angrily",-0.5,2
"29","attention",0.25,2
"30","bent",-0.4,2
"31","breakfast",0.6,2
"32","broke",-0.75,2
"33","bulging",-0.4,2
"34","care",1,2
"35","chance",0.25,2
"36","choked",-1,2
"37","clear",0.5,2
"38","cold",-0.5,2
"39","cut",-0.25,2
"40","damage",-0.75,2
"41","dark",-0.6,2
"42","dead",-1,2
"43","deserted",-0.6,2
"44","disposal",-0.4,2
"45","empty",-0.25,2
"46","enjoying",0.75,2
"47","enough",-0.25,2
"48","expelled",-0.6,2
"49","fat",-0.5,2
"50","forgotten",-0.5,2
"51","found",0.6,2
"52","friend",0.8,2
"53","furiously",-1,2
"54","glinting",0.25,2
"55","grin",0.5,2
"56","guilt",-1,2
"57","hairy",-0.1,2
"58","hanging",-0.25,2
"59","hard",-0.25,2
"60","haunted",-0.75,2
"61","helped",0.8,2
"62","hidden",-0.25,2
"63","hissed",-0.5,2
"64","hit",-0.25,2
"65","hurried",-0.25,2
"66","information",0.4,2
"67","innocent",0.8,2
"68","laughter",0.8,2
"69","leave",-0.25,2
"70","library",0.6,2
"71","lonely",-0.75,2
"72","manufacturers",-0.25,2
"73","odd",-0.25,2
"74","poor",-0.5,2
"75","rigid",-0.75,2
"76","rough",-0.25,2
"77","saved",0.8,2
"78","sharply",-0.25,2
"79","slowly",-0.25,2
"80","sorry",-0.5,2
"81","spat",-0.5,2
"82","split",-0.5,2
"83","stuck",-0.25,2
"84","stupid",-1,2
"85","sweaty",-0.5,2
"86","teacher",0.25,2
"87","unpleasant",-0.75,2
"88","usual",0.4,2
"89","wait",-0.25,2
"90","abruptly",-0.25,1
"91","accept",1,1
"92","admit",0.6,1
"93","advantage",0.75,1
"94","agreed",0.5,1
"95","agrees",0.5,1
"96","alive",0.5,1
"97","alone",-0.6,1
"98","amazed",0.5,1
"99","amusing",0.5,1
"100","anger",-0.75,1
"101","anxious",-0.75,1
"102","apology",0.6,1
"103","appearing",0.25,1
"104","arrogant",-0.75,1
"105","ash",-0.4,1
"106","astonishment",0.5,1
"107","astounded",0.5,1
"108","avoid",-0.5,1
"109","avoided",-0.5,1
"110","banned",-1,1
"111","bath",0.4,1
"112","bewildered",-0.5,1
"113","blow",-0.4,1
"114","bomb",-0.75,1
"115","boring",-1,1
"116","brave",0.5,1
"117","break",-0.25,1
"118","breakneck",-0.25,1
"119","brightly",0.6,1
"120","broken",-0.75,1
"121","calming",0.5,1
"122","careful",0.25,1
"123","carefully",0.25,1
"124","chances",0.25,1
"125","cheerfully",1,1
"126","cheers",1,1
"127","childish",-0.75,1
"128","chilling",-0.4,1
"129","clambering",-0.25,1
"130","compliments",0.25,1
"131","conceal",-0.6,1
"132","consequences",-0.8,1
"133","convinced",0.6,1
"134","correct",0.6,1
"135","cracks",-0.6,1
"136","creepy",-1,1
"137","crept",-0.6,1
"138","cried",-1,1
"139","crouching",-0.25,1
"140","crumbling",-0.5,1
"141","cry",-0.75,1
"142","curious",0.4,1
"143","dangerously",-1,1
"144","dank",-0.4,1
"145","dawn",0.5,1
"146","dear",0.5,1
"147","death",-0.75,1
"148","defend",0.25,1
"149","defense",0.25,1
"150","delicate",0.6,1
"151","departed",-0.25,1
"152","detention",-0.5,1
"153","disappeared",-0.6,1
"154","disgrace",-1,1
"155","dismissively",-0.8,1
"156","disquiet",-0.5,1
"157","doggedly",-0.25,1
"158","dread",-0.75,1
"159","dream",0.25,1
"160","dreams",0.25,1
"161","dripping",-0.4,1
"162","dull",-0.75,1
"163","dungeons",-0.8,1
"164","earshot",-0.25,1
"165","eat",0.6,1
"166","entertaining",0.75,1
"167","exceedingly",0.6,1
"168","excuse",-0.75,1
"169","expect",0.4,1
"170","expertise",0.5,1
