"","word","score","n"
"1","well",0.8,8
"2","award",0.75,6
"3","moaning",-0.25,5
"4","special",0.8,5
"5","attacks",-0.5,4
"6","dark",-0.6,4
"7","great",0.5,4
"8","slowly",-0.25,4
"9","attacked",-1,3
"10","dangerous",-0.5,3
"11","hard",-0.25,3
"12","late",-0.25,3
"13","like",0.5,3
"14","right",0.8,3
"15","stall",-0.5,3
"16","stop",-0.4,3
"17","usual",0.4,3
"18","black",-0.25,2
"19","break",-0.25,2
"20","enough",-0.25,2
"21","expelled",-0.6,2
"22","feeling",0.25,2
"23","force",-0.6,2
"24","found",0.6,2
"25","friend",0.8,2
"26","gold",0.5,2
"27","good",0.75,2
"28","hope",0.5,2
"29","hurried",-0.25,2
"30","hurt",-0.75,2
"31","luckily",0.5,2
"32","new",0.8,2
"33","pillow",0.4,2
"34","professor",0.4,2
"35","sink",-0.25,2
"36","suspicious",-0.75,2
"37","teacher",0.25,2
"38","trophy",0.25,2
"39","wait",-0.25,2
"40","wish",0.8,2
"41","witch",-0.4,2
"42","wizard",0.4,2
"43","work",0.25,2
"44","wrong",-0.75,2
"45","absurd",-0.75,1
"46","accurate",0.5,1
"47","alert",-0.25,1
"48","amazement",0.8,1
"49","angry",-0.75,1
"50","apprehensively",-1,1
"51","arrested",-0.5,1
"52","awful",-0.75,1
"53","backed",0.25,1
"54","backward",-0.5,1
"55","bad",-0.75,1
"56","bath",0.4,1
"57","birthday",0.8,1
"58","bothered",-0.5,1
"59","boy",0.25,1
"60","breakfast",0.6,1
"61","bright",0.5,1
"62","brilliant",1,1
"63","burned",-0.6,1
"64","charming",1,1
"65","cheerful",0.75,1
"66","childhood",0.6,1
"67","clear",0.5,1
"68","clearly",0.5,1
"69","clears",0.5,1
"70","clueless",-0.5,1
"71","completely",0.4,1
"72","concern",-0.6,1
"73","concerned",-0.6,1
"74","convinced",0.6,1
"75","cracked",-0.5,1
"76","crashed",-0.6,1
"77","crazy",-0.75,1
"78","creature",-0.25,1
"79","crowded",-0.6,1
"80","cruel",-1,1
"81","crying",-0.5,1
"82","culprit",-1,1
"83","curiously",0.4,1
"84","dance",0.6,1
"85","dashed",0.25,1
"86","death",-0.75,1
"87","defense",0.25,1
"88","detention",-0.5,1
"89","determined",0.5,1
"90","died",-0.5,1
"91","disappointed",-1,1
"92","disbelief",-0.5,1
"93","disgust",-1,1
"94","disgusted",-0.75,1
"95","dreadful",-0.75,1
"96","dull",-0.75,1
"97","eagerly",0.8,1
"98","enthusiastically",1,1
"99","excitedly",0.8,1
"100","extinguished",-0.25,1
"101","fall",-0.25,1
"102","favor",0.6,1
"103","fell",-0.5,1
"104","filth",-0.75,1
"105","flaw",-0.5,1
"106","flush",-0.4,1
"107","forced",-0.5,1
"108","fortunately",1,1
"109","forward",0.6,1
"110","funny",0.8,1
"111","gigantic",0.25,1
"112","giving",0.25,1
"113","glaring",-0.8,1
"114","grunted",-0.6,1
"115","guffaw",-0.25,1
"116","guilty",-0.75,1
"117","hang",-0.25,1
"118","happily",0.5,1
"119","happy",0.75,1
"120","hastily",-0.4,1
"121","hearty",0.25,1
"122","helping",0.5,1
"123","hidden",-0.25,1
"124","hopeful",0.75,1
"125","hoping",0.6,1
"126","horror",-1,1
"127","hurled",-0.6,1
"128","hysterical",-0.75,1
"129","ignored",-0.6,1
"130","imaginary",-0.25,1
"131","impression",0.1,1
"132","improved",0.75,1
"133","inclined",0.4,1
"134","interested",0.5,1
"135","killed",-0.5,1
"136","kindly",0.5,1
"137","knowing",0.6,1
"138","laugh",0.5,1
"139","laughing",0.6,1
"140","leads",0.4,1
"141","league",0.25,1
"142","leave",-0.25,1
"143","lost",-0.75,1
"144","louder",-0.25,1
"145","lovely",0.75,1
"146","lurid",-0.75,1
"147","lying",-0.5,1
"148","magic",0.25,1
"149","magical",0.75,1
"150","medal",0.25,1
"151","merit",0.75,1
"152","miserably",-0.5,1
"153","monster",-0.5,1
"154","moody",-0.75,1
"155","murdered",-1,1
"156","nerve",-0.4,1
"157","outburst",-0.4,1
"158","please",1,1
"159","pleased",0.75,1
"160","pounding",-0.4,1
"161","practice",0.4,1
"162","prison",-0.75,1
"163","proper",0.5,1
"164","puzzled",-0.75,1
"165","quiet",0.25,1
"166","rat",-0.5,1
"167","reading",0.1,1
"168","ready",0.8,1
"169","reasonably",1,1
"170","recovery",0.25,1
"171","relish",0.8,1
"172","rumor",-0.25,1
"173","saint",0.5,1
"174","satisfied",1,1
"175","saved",0.8,1
"176","secretive",-0.5,1
"177","sensible",0.8,1
"178","shabby",-0.5,1
"179","shame",-0.75,1
"180","shine",0.5,1
"181","shot",-0.4,1
"182","shy",-0.4,1
"183","silly",-0.25,1
"184","slam",-0.75,1
"185","slime",-0.6,1
"186","slow",-0.25,1
"187","slower",-0.25,1
"188","smile",0.75,1
"189","smudged",-0.5,1
"190","sobbing",-1,1
"191","soggy",-0.25,1
"192","speedy",0.5,1
"193","spirits",0.25,1
"194","stopped",-0.4,1
"195","sun",0.6,1
"196","toilet",-0.25,1
"197","trouble",-0.5,1
"198","unconvinced",-0.5,1
"199","undaunted",0.8,1
"200","valuable",0.5,1
"201","variety",0.25,1
"202","visit",0.4,1
"203","warning",-0.5,1
"204","waste",-0.75,1
"205","weakly",-1,1
"206","winking",0.6,1
"207","winner",0.75,1
"208","wishing",0.8,1
"209","worse",-0.75,1
