"","word","score","n"
"1","well",0.8,12
"2","like",0.5,10
"3","new",0.8,8
"4","professor",0.4,8
"5","good",0.75,7
"6","great",0.5,7
"7","right",0.8,6
"8","dear",0.5,5
"9","dinner",0.6,5
"10","saved",0.8,5
"11","dark",-0.6,4
"12","death",-0.75,4
"13","found",0.6,4
"14","prophet",0.6,4
"15","boy",0.25,3
"16","dangerous",-0.5,3
"17","dead",-1,3
"18","detention",-0.5,3
"19","empty",-0.25,3
"20","hoping",0.6,3
"21","joined",0.6,3
"22","leave",-0.25,3
"23","missed",-0.5,3
"24","pleased",0.75,3
"25","popular",0.5,3
"26","protective",0.5,3
"27","sorry",-0.5,3
"28","teacher",0.25,3
"29","thanks",0.6,3
"30","usual",0.4,3
"31","wrong",-0.75,3
"32","yes",0.8,3
"33","abandoned",-0.5,2
"34","advanced",0.75,2
"35","arrested",-0.5,2
"36","best",0.5,2
"37","better",0.8,2
"38","break",-0.25,2
"39","breakfast",0.6,2
"40","broken",-0.75,2
"41","brother",0.4,2
"42","chosen",0.6,2
"43","cold",-0.5,2
"44","crashed",-0.6,2
"45","cried",-1,2
"46","curse",-0.75,2
"47","delighted",0.75,2
"48","dreadful",-0.75,2
"49","excellent",1,2
"50","fell",-0.5,2
"51","flourish",0.8,2
"52","flowery",0.6,2
"53","forward",0.6,2
"54","frantic",-0.75,2
"55","free",0.5,2
"56","fresh",0.5,2
"57","funny",0.8,2
"58","grimly",-1,2
"59","grow",0.8,2
"60","grubs",-0.25,2
"61","hard",-0.25,2
"62","hastily",-0.4,2
"63","hate",-0.75,2
"64","hopefully",0.6,2
"65","hungry",-0.25,2
"66","hurried",-0.25,2
"67","ill",-0.5,2
"68","late",-0.25,2
"69","liked",0.5,2
"70","luck",0.75,2
"71","missing",-0.5,2
"72","nervously",-0.5,2
"73","ominous",-0.5,2
"74","present",0.25,2
"75","reasonably",1,2
"76","received",0.6,2
"77","rejected",-1,2
"78","shot",-0.4,2
"79","sir",0.25,2
"80","smile",0.75,2
"81","staring",-0.25,2
"82","stopped",-0.4,2
"83","stupid",-1,2
"84","surprise",0.6,2
"85","tears",-0.8,2
"86","unfortunately",-1,2
"87","visit",0.4,2
"88","white",0.4,2
"89","won",0.5,2
"90","worried",-0.75,2
"91","ache",-0.75,1
"92","admit",0.6,1
"93","alarm",-0.75,1
"94","alarming",-0.75,1
"95","alone",-0.6,1
"96","amused",0.5,1
"97","angry",-0.75,1
"98","annoyance",-1,1
"99","annoyed",-0.5,1
"100","anxious",-0.75,1
"101","anxiously",-1,1
"102","appearing",0.25,1
"103","apprehensive",-0.75,1
"104","arrest",-0.5,1
"105","assured",0.8,1
"106","attacks",-0.5,1
"107","avoid",-0.5,1
"108","baby",0.6,1
"109","bad",-0.75,1
"110","battle",-0.5,1
"111","beaming",0.5,1
"112","beaten",-1,1
"113","black",-0.25,1
"114","blast",-0.4,1
"115","blissful",0.75,1
"116","block",-0.4,1
"117","blocking",-0.5,1
"118","booming",-0.25,1
"119","bound",-0.25,1
"120","bowed",-0.25,1
"121","brains",0.6,1
"122","breaking",-0.6,1
"123","brilliance",0.5,1
"124","brilliantly",1,1
"125","brutal",-0.5,1
"126","brutality",-0.75,1
"127","care",1,1
"128","chance",0.25,1
"129","charm",0.75,1
"130","charming",1,1
"131","cheerful",0.75,1
"132","cheerfully",1,1
"133","cheers",1,1
"134","choked",-1,1
"135","clever",0.75,1
"136","coldly",-0.75,1
"137","competition",-0.25,1
"138","complain",-0.75,1
"139","complaints",-1,1
"140","completely",0.4,1
"141","con",-0.25,1
"142","concerned",-0.6,1
"143","confidently",0.8,1
"144","contact",0.4,1
"145","contented",0.25,1
"146","cool",0.75,1
"147","coolly",0.25,1
"148","crack",-0.5,1
"149","crowded",-0.6,1
"150","crushing",-1,1
"151","custody",-0.4,1
"152","defense",0.25,1
"153","defensive",-0.5,1
"154","delicate",0.6,1
"155","demanded",-0.4,1
"156","demanding",-0.5,1
"157","departed",-0.25,1
"158","deserted",-0.6,1
"159","detection",0.25,1
"160","difficulty",-0.5,1
"161","disappointed",-1,1
"162","disappointment",-1,1
"163","disdain",-0.75,1
"164","disguised",-0.25,1
"165","distracted",-0.5,1
"166","distressed",-1,1
"167","dodging",-0.25,1
"168","doubt",-0.75,1
"169","droplets",-0.25,1
"170","earshot",-0.25,1
"171","easy",0.8,1
"172","eat",0.6,1
"173","encounter",-0.25,1
"174","enduring",0.4,1
"175","enough",-0.25,1
"176","escape",-0.25,1
"177","evil",-0.75,1
"178","exhausted",-0.75,1
"179","extra",0.4,1
"180","failed",-0.5,1
"181","fair",0.75,1
"182","falling",-0.75,1
"183","fascinated",0.6,1
"184","fault",-0.5,1
"185","favor",0.6,1
"186","favorites",0.8,1
"187","ferociously",-0.8,1
"188","finally",0.4,1
"189","firing",-0.6,1
"190","fit",0.4,1
"191","forbidden",-1,1
"192","forgotten",-0.5,1
"193","frightened",-0.5,1
"194","frowned",-0.8,1
"195","frowning",-0.75,1
"196","gagged",-0.5,1
"197","gigantic",0.25,1
"198","gloatingly",-0.8,1
"199","granted",0.5,1
"200","greetings",0.5,1
"201","grimace",-0.5,1
"202","grinding",-0.5,1
"203","grinned",0.4,1
"204","grit",-0.4,1
"205","growling",-0.6,1
"206","gruffly",-0.6,1
"207","grumpily",-0.8,1
"208","grumpy",-0.5,1
"209","guffawed",-0.25,1
"210","happily",0.5,1
"211","hated",-0.5,1
"212","heckle",-0.8,1
"213","hidden",-0.25,1
"214","hit",-0.25,1
"215","hoarse",-0.8,1
"216","honest",0.75,1
"217","hope",0.5,1
"218","horrible",-0.75,1
"219","hot",-0.25,1
"220","hunger",-0.6,1
"221","hurt",-0.75,1
"222","ignored",-0.6,1
"223","impatient",-1,1
"224","incident",-0.25,1
"225","included",0.6,1
"226","incomprehensible",-0.5,1
"227","inconsequentially",-0.6,1
"228","instantly",-0.25,1
"229","interested",0.5,1
"230","intimidating",-0.5,1
"231","keen",0.5,1
"232","kindly",0.5,1
"233","knight",0.6,1
"234","laugh",0.5,1
"235","laughed",0.8,1
"236","laughter",0.8,1
"237","lengthy",-0.25,1
"238","lesson",0.4,1
"239","level",0.4,1
"240","liar",-1,1
"241","lonely",-0.75,1
"242","loss",-0.75,1
"243","loud",-0.25,1
"244","loving",0.75,1
"245","lumbering",-0.25,1
"246","mad",-0.75,1
"247","magic",0.25,1
"248","magical",0.75,1
"249","magnificent",0.5,1
"250","menacingly",-0.8,1
"251","monster",-0.5,1
"252","murderous",-1,1
"253","mysteriously",-0.5,1
"254","nasty",-1,1
"255","nerves",-0.4,1
"256","nervous",-0.75,1
"257","objection",-0.25,1
"258","peeling",-0.4,1
"259","penalty",-0.75,1
"260","persecution",-0.5,1
"261","please",1,1
"262","posed",-0.25,1
"263","positively",0.75,1
"264","postpone",-0.5,1
"265","postponed",-0.4,1
"266","practice",0.4,1
"267","premises",0.25,1
"268","pressure",-0.5,1
"269","prince",0.6,1
"270","problem",-0.75,1
"271","promptly",1,1
"272","proving",0.5,1
"273","punch",-0.5,1
"274","quiet",0.25,1
"275","raid",-0.6,1
"276","rainy",-0.25,1
"277","reading",0.1,1
"278","ready",0.8,1
"279","reason",0.6,1
"280","reassure",0.25,1
"281","receiving",0.6,1
"282","relaxation",1,1
"283","relief",0.5,1
"284","resentment",-0.75,1
"285","resisting",-0.6,1
"286","results",0.25,1
"287","rotten",-0.5,1
"288","rubbish",-0.75,1
"289","sack",-0.25,1
"290","safe",0.75,1
"291","satisfied",1,1
"292","save",0.5,1
"293","scandalized",-1,1
"294","scary",-0.5,1
"295","secondhand",-0.6,1
"296","seized",-0.6,1
"297","shocked",-0.5,1
"298","shriek",-0.5,1
"299","slamming",-0.4,1
"300","slimy",-0.8,1
"301","smashed",-0.6,1
"302","smell",-0.25,1
"303","split",-0.5,1
"304","spotty",-0.6,1
"305","startled",-0.6,1
"306","starving",-0.5,1
"307","stormed",-0.25,1
"308","straining",-0.5,1
"309","stricken",-0.5,1
"310","stroke",-0.25,1
"311","struggling",-0.5,1
"312","strut",-0.5,1
"313","stuck",-0.25,1
"314","stumped",-0.8,1
"315","stunned",-0.25,1
"316","stymied",-1,1
"317","sun",0.6,1
"318","suspicion",-0.75,1
"319","suspicious",-0.75,1
"320","swear",-0.1,1
"321","talk",0.4,1
"322","temper",-0.5,1
"323","temptation",-0.5,1
"324","terrified",-1,1
"325","thankful",1,1
"326","threaten",-0.75,1
"327","threats",-0.75,1
"328","timidly",-0.6,1
"329","treatment",-0.25,1
"330","troubled",-0.75,1
"331","truth",1,1
"332","ugly",-0.75,1
"333","unable",-0.5,1
"334","unexpectedly",-0.25,1
"335","ungrateful",-0.5,1
"336","unstable",-1,1
"337","upset",-0.75,1
"338","venomous",-0.5,1
"339","vicious",-0.75,1
"340","wait",-0.25,1
"341","warning",-0.5,1
"342","watery",-0.25,1
"343","winning",0.75,1
"344","wish",0.8,1
"345","wishing",0.8,1
"346","withdrawn",-0.8,1
"347","work",0.25,1
"348","worry",-0.75,1
"349","writhing",-0.8,1
"350","youth",0.4,1
