"","word","score","n"
"1","boy",0.25,10
"2","like",0.5,10
"3","impossible",-0.5,6
"4","alone",-0.6,5
"5","protection",0.8,4
"6","safe",0.75,4
"7","sun",0.6,4
"8","angry",-0.75,3
"9","black",-0.25,3
"10","broke",-0.75,3
"11","burned",-0.6,3
"12","cold",-0.5,3
"13","dark",-0.6,3
"14","dead",-1,3
"15","destroyed",-0.75,3
"16","fear",-0.75,3
"17","goblin",-0.8,3
"18","golden",0.6,3
"19","hard",-0.25,3
"20","ached",-1,2
"21","beating",-0.5,2
"22","cloud",-0.25,2
"23","elder",0.4,2
"24","enough",-0.25,2
"25","fell",-0.5,2
"26","finally",0.4,2
"27","forward",0.6,2
"28","gaunt",-0.8,2
"29","hidden",-0.25,2
"30","lying",-0.5,2
"31","numb",-0.75,2
"32","rage",-1,2
"33","scared",-0.5,2
"34","slithered",-0.6,2
"35","snake",-0.25,2
"36","stolen",-0.75,2
"37","stop",-0.4,2
"38","trust",0.5,2
"39","visit",0.4,2
"40","wait",-0.25,2
"41","well",0.8,2
"42","worried",-0.75,2
"43","abandoned",-0.5,1
"44","absurd",-0.75,1
"45","agreed",0.5,1
"46","alert",-0.25,1
"47","attacked",-1,1
"48","beast",-0.5,1
"49","blurred",-0.5,1
"50","break",-0.25,1
"51","breeze",0.1,1
"52","broken",-0.75,1
"53","burn",-0.4,1
"54","burns",-0.4,1
"55","calm",0.75,1
"56","carelessness",-0.5,1
"57","chilly",-0.5,1
"58","clean",0.75,1
"59","cling",-0.4,1
"60","coast",0.6,1
"61","collapsed",-0.8,1
"62","considerable",0.1,1
"63","cool",0.75,1
"64","corpse",-0.75,1
"65","coughing",-0.8,1
"66","crave",-0.25,1
"67","crazed",-1,1
"68","cried",-1,1
"69","crouching",-0.25,1
"70","crushing",-1,1
"71","danger",-0.75,1
"72","darkness",-0.75,1
"73","death",-0.75,1
"74","delight",1,1
"75","denial",-0.75,1
"76","desperately",-0.5,1
"77","detection",0.25,1
"78","difficult",-0.5,1
"79","downside",-0.5,1
"80","dread",-0.75,1
"81","dreaded",-0.5,1
"82","dripped",-0.4,1
"83","drunk",-0.5,1
"84","erupted",-0.6,1
"85","escape",-0.25,1
"86","escaping",-0.25,1
"87","exhausted",-0.75,1
"88","extinguished",-0.25,1
"89","fallen",-0.5,1
"90","falling",-0.75,1
"91","feeling",0.25,1
"92","fighting",-0.8,1
"93","fit",0.4,1
"94","flying",0.1,1
"95","foolish",-0.75,1
"96","freezing",-0.75,1
"97","frenzied",-0.5,1
"98","fresh",0.5,1
"99","fresher",0.8,1
"100","frightening",-0.5,1
"101","fury",-0.5,1
"102","garden",0.6,1
"103","gasping",-0.8,1
"104","ghost",-0.6,1
"105","glinting",0.25,1
"106","gold",0.5,1
"107","good",0.75,1
"108","gratitude",0.75,1
"109","grave",-0.5,1
"110","great",0.5,1
"111","greater",0.5,1
"112","greatest",0.5,1
"113","gripping",-0.25,1
"114","grow",0.8,1
"115","hanging",-0.25,1
"116","happily",0.5,1
"117","hit",-0.25,1
"118","hopefully",0.6,1
"119","hoping",0.6,1
"120","hunger",-0.6,1
"121","hungry",-0.25,1
"122","hunting",-0.25,1
"123","ignominy",-1,1
"124","important",0.75,1
"125","innocently",0.8,1
"126","intact",0.5,1
"127","join",0.25,1
"128","joined",0.6,1
"129","killer",-1,1
"130","laugh",0.5,1
"131","laughed",0.8,1
"132","losing",-0.75,1
"133","lost",-0.75,1
"134","missing",-0.5,1
"135","mistake",-0.75,1
"136","mud",-0.25,1
"137","mutilated",-1,1
"138","nameless",-0.25,1
"139","new",0.8,1
"140","overwhelming",-0.6,1
"141","pain",-0.75,1
"142","plummeted",-0.8,1
"143","pounding",-0.4,1
"144","powerful",0.75,1
"145","precious",0.5,1
"146","presence",0.4,1
"147","present",0.25,1
"148","prison",-0.75,1
"149","properly",1,1
"150","protective",0.5,1
"151","prove",0.6,1
"152","prudent",0.5,1
"153","quest",0.4,1
"154","reddening",-0.25,1
"155","scab",-1,1
"156","scar",-0.5,1
"157","scarred",-1,1
"158","scrambling",-0.25,1
"159","scream",-1,1
"160","screams",-0.6,1
"161","secure",0.5,1
"162","seriousness",-0.25,1
"163","sharply",-0.25,1
"164","shot",-0.4,1
"165","shuddering",-1,1
"166","slashed",-0.5,1
"167","smell",-0.25,1
"168","soothing",0.75,1
"169","staggered",-0.6,1
"170","straight",0.6,1
"171","strange",-0.5,1
"172","stroke",-0.25,1
"173","struck",-0.5,1
"174","struggled",-0.5,1
"175","stupidity",-0.75,1
"176","sunset",0.6,1
"177","suspected",-0.6,1
"178","swearing",-0.5,1
"179","terrible",-0.75,1
"180","terrified",-1,1
"181","terror",-1,1
"182","thirsty",-0.25,1
"183","treasures",1,1
"184","trembling",-0.5,1
"185","unable",-0.5,1
"186","underbelly",-0.4,1
"187","unease",-1,1
"188","unnoticed",-0.5,1
"189","unwise",-0.5,1
"190","usual",0.4,1
"191","utterly",-0.4,1
"192","vanished",-0.6,1
"193","vision",0.5,1
"194","warning",-0.5,1
"195","weird",-0.25,1
"196","wizard",0.4,1
"197","work",0.25,1
"198","worry",-0.75,1
"199","worthless",-1,1
