"","word","score","n"
"1","prime",0.1,98
"2","well",0.8,16
"3","magic",0.25,10
"4","like",0.5,9
"5","yes",0.8,9
"6","black",-0.25,8
"7","magical",0.75,7
"8","hope",0.5,6
"9","wizard",0.4,6
"10","alive",0.5,5
"11","alone",-0.6,5
"12","fault",-0.5,5
"13","good",0.75,5
"14","kindly",0.5,5
"15","right",0.8,5
"16","community",0.6,4
"17","cough",-0.8,4
"18","dangerous",-0.5,4
"19","enough",-0.25,4
"20","fire",-0.25,4
"21","hurricane",-0.8,4
"22","worry",-0.75,4
"23","afraid",-0.75,3
"24","bad",-0.75,3
"25","best",0.5,3
"26","bother",-0.75,3
"27","clearly",0.5,3
"28","difficult",-0.5,3
"29","fine",0.25,3
"30","government",-0.5,3
"31","killed",-0.5,3
"32","killing",-0.75,3
"33","mist",-0.25,3
"34","murders",-1,3
"35","nasty",-1,3
"36","smile",0.75,3
"37","sorry",-0.5,3
"38","stopped",-0.4,3
"39","terrible",-0.75,3
"40","ugly",-0.75,3
"41","vanished",-0.6,3
"42","work",0.25,3
"43","antique",0.25,2
"44","better",0.8,2
"45","boy",0.25,2
"46","bright",0.5,2
"47","committed",0.5,2
"48","concerns",-0.6,2
"49","crisp",0.1,2
"50","curse",-0.75,2
"51","dead",-1,2
"52","dear",0.5,2
"53","empty",-0.25,2
"54","encounter",-0.25,2
"55","excellent",1,2
"56","foolish",-0.75,2
"57","found",0.6,2
"58","furiously",-1,2
"59","great",0.5,2
"60","happy",0.75,2
"61","hoax",-1,2
"62","hopelessly",-0.6,2
"63","hoping",0.6,2
"64","horrible",-0.75,2
"65","impossible",-0.5,2
"66","interrupted",-0.75,2
"67","joined",0.6,2
"68","kind",0.5,2
"69","lack",-0.75,2
"70","losing",-0.75,2
"71","motionless",-0.4,2
"72","murder",-0.75,2
"73","murdered",-1,2
"74","mysterious",-0.4,2
"75","new",0.8,2
"76","opponent",-0.5,2
"77","opposition",-0.5,2
"78","perfectly",0.5,2
"79","prepared",0.5,2
"80","prison",-0.75,2
"81","reading",0.1,2
"82","remove",-0.25,2
"83","slowly",-0.25,2
"84","support",0.5,2
"85","suppress",-0.5,2
"86","surprise",0.6,2
"87","urgent",-0.75,2
"88","wait",-0.25,2
"89","war",-0.5,2
"90","weakly",-1,2
"91","wearily",-1,2
"92","worst",-0.5,2
"93","abandoned",-0.5,1
"94","accusations",-0.75,1
"95","addled",-0.6,1
"96","aggrieved",-0.5,1
"97","alarm",-0.75,1
"98","alarming",-0.75,1
"99","anger",-0.75,1
"100","appreciate",0.5,1
"101","art",0.6,1
"102","ash",-0.4,1
"103","assurances",0.8,1
"104","atrocity",-0.5,1
"105","attacking",-0.5,1
"106","baffled",-0.6,1
"107","bent",-0.4,1
"108","betray",-0.75,1
"109","bitter",-0.5,1
"110","blackmail",-0.5,1
"111","blow",-0.4,1
"112","blur",-0.5,1
"113","brains",0.6,1
"114","brave",0.5,1
"115","breakdown",-0.75,1
"116","broke",-0.75,1
"117","broken",-0.75,1
"118","budge",-0.4,1
"119","capture",-0.6,1
"120","caved",-0.4,1
"121","center",0.25,1
"122","chill",-0.1,1
"123","chilly",-0.5,1
"124","chosen",0.6,1
"125","cleanly",0.5,1
"126","cleared",0.5,1
"127","coldly",-0.75,1
"128","collapsing",-0.5,1
"129","compliment",0.5,1
"130","considerable",0.1,1
"131","convince",0.5,1
