"","word","score","n"
"1","death",-0.75,25
"2","faithful",0.75,9
"3","like",0.5,8
"4","magic",0.25,8
"5","snake",-0.25,7
"6","boy",0.25,6
"7","pain",-0.75,6
"8","thank",0.5,6
"9","wizard",0.4,6
"10","better",0.8,5
"11","dark",-0.6,5
"12","enough",-0.25,5
"13","fell",-0.5,5
"14","foolish",-0.75,5
"15","forward",0.6,5
"16","hope",0.5,5
"17","protection",0.8,5
"18","yes",0.8,5
"19","bleeding",-0.5,4
"20","died",-0.5,4
"21","forgive",0.5,4
"22","helped",0.8,4
"23","please",1,4
"24","powerful",0.75,4
"25","shining",0.6,4
"26","stopped",-0.4,4
"27","white",0.4,4
"28","black",-0.25,3
"29","chance",0.25,3
"30","ensure",0.8,3
"31","fear",-0.75,3
"32","fool",-0.75,3
"33","friend",0.8,3
"34","grave",-0.5,3
"35","information",0.4,3
"36","killed",-0.5,3
"37","laughed",0.8,3
"38","loyalty",0.75,3
"39","scar",-0.5,3
"40","sobbing",-1,3
"41","young",0.4,3
"42","abandoned",-0.5,2
"43","abruptly",-0.25,2
"44","admit",0.6,2
"45","alive",0.5,2
"46","assured",0.8,2
"47","bright",0.5,2
"48","broken",-0.75,2
"49","cold",-0.5,2
"50","cruel",-1,2
"51","curse",-0.75,2
"52","dead",-1,2
"53","dear",0.5,2
"54","die",-0.75,2
"55","disappointed",-1,2
"56","downfall",-0.75,2
"57","dreams",0.25,2
"58","expect",0.4,2
"59","fire",-0.25,2
"60","guilt",-1,2
"61","ill",-0.5,2
"62","laugh",0.5,2
"63","mortal",-0.25,2
"64","pay",-0.1,2
"65","protected",0.8,2
"66","right",0.8,2
"67","shiver",-0.5,2
"68","slowly",-0.25,2
"69","smile",0.75,2
"70","sob",-0.5,2
"71","spirit",0.5,2
"72","staring",-0.25,2
"73","strong",0.5,2
"74","stronger",0.5,2
"75","terrible",-0.75,2
"76","thwarted",-0.8,2
"77","trembling",-0.5,2
"78","useful",0.5,2
"79","weak",-0.5,2
"80","willing",0.8,2
"81","witch",-0.4,2
"82","accompany",0.4,1
"83","achieve",1,1
"84","affinity",0.8,1
"85","agony",-0.5,1
"86","aid",1,1
"87","aiding",0.1,1
"88","alert",-0.25,1
"89","allegiance",0.5,1
"90","allies",0.25,1
"91","ancient",0.25,1
"92","attention",0.25,1
"93","attract",0.8,1
"94","avoided",-0.5,1
"95","banished",-1,1
"96","beautiful",0.75,1
"97","beg",-0.75,1
"98","bent",-0.4,1
"99","birth",0.6,1
"100","bowed",-0.25,1
"101","brave",0.5,1
"102","break",-0.25,1
"103","breaking",-0.6,1
"104","brightly",0.6,1
"105","buried",-0.6,1
"106","burn",-0.4,1
"107","care",1,1
"108","carefully",0.25,1
"109","champion",0.5,1
"110","charm",0.75,1
"111","child",0.6,1
"112","choked",-1,1
"113","collapsed",-0.8,1
"114","confess",-0.5,1
"115","contact",0.4,1
"116","continuing",0.4,1
"117","convinced",0.6,1
"118","coolly",0.25,1
"119","cowardly",-1,1
"120","crave",-0.25,1
"121","creature",-0.25,1
"122","crooked",-0.5,1
"123","crumpled",-0.6,1
"124","crushed",-0.75,1
"125","crying",-0.5,1
"126","curious",0.4,1
"127","damaged",-0.5,1
"128","dangerous",-0.5,1
"129","daresay",-0.25,1
"130","darkest",-0.6,1
"131","darkness",-0.75,1
"132","dazzling",0.8,1
"133","debt",-0.75,1
"134","defend",0.25,1
"135","deserve",0.25,1
"136","desperately",-0.5,1
"137","destroyed",-0.75,1
"138","destroying",-0.75,1
"139","devoted",0.8,1
"140","disappointment",-1,1
"141","disbelief",-0.5,1
"142","disposed",-0.6,1
"143","doubt",-0.75,1
"144","easy",0.8,1
"145","embrace",0.5,1
"146","enemies",-0.5,1
"147","escape",-0.25,1
"148","essential",0.6,1
"149","experienced",0.6,1
"150","exploits",-1,1
"151","exultant",0.5,1
"152","failed",-0.5,1
"153","faked",-0.8,1
"154","fallen",-0.5,1
"155","fate",-0.25,1
"156","favors",0.6,1
"157","fiercely",-0.25,1
"158","fight",-0.5,1
"159","filthy",-0.5,1
"160","fingered",-0.25,1
"161","foe",-0.5,1
"162","food",0.4,1
"163","foolishly",-1,1
"164","forced",-0.5,1
"165","forget",-0.5,1
"166","fresh",0.5,1
"167","fun",0.75,1
"168","gasping",-0.8,1
"169","ghost",-0.6,1
"170","gift",0.5,1
"171","giving",0.25,1
"172","glittering",0.6,1
"173","great",0.5,1
"174","greater",0.5,1
"175","grin",0.5,1
"176","growing",0.8,1
"177","guard",-0.25,1
"178","gullible",-0.75,1
"179","halting",-0.4,1
"180","hanging",-0.25,1
"181","harsh",-1,1
"182","hated",-0.5,1
"183","healthy",0.75,1
"184","hissed",-0.5,1
"185","hissing",-0.5,1
"186","honor",1,1
"187","honored",1,1
"188","hood",-0.25,1
"189","horde",-0.75,1
"190","horribly",-0.5,1
"191","howl",-0.4,1
"192","hungry",-0.25,1
"193","ignorance",-1,1
"194","ignored",-0.6,1
"195","immortal",0.1,1
"196","innocence",0.8,1
"197","intact",0.5,1
"198","join",0.25,1
"199","joined",0.6,1
"200","journey",0.4,1
"201","justice",1,1
"202","kidnap",-0.5,1
"203","kill",-0.75,1
"204","killing",-0.75,1
"205","kind",0.5,1
"206","kindly",0.5,1
"207","late",-0.25,1
"208","laughing",0.6,1
"209","laughter",0.8,1
"210","lead",0.25,1
"211","leads",0.4,1
"212","lingering",-0.4,1
"213","lost",-0.75,1
"214","love",0.75,1
"215","loving",0.75,1
"216","lucky",0.75,1
"217","madly",0.75,1
"218","manage",0.4,1
"219","meanest",-1,1
"220","merciful",0.5,1
"221","miracle",0.75,1
"222","miscalculated",-0.8,1
"223","missing",-0.5,1
"224","mist",-0.25,1
"225","mistake",-0.75,1
"226","moaned",-0.25,1
"227","motionless",-0.4,1
