"","word","score","n"
"1","black",-0.25,19
"2","magic",0.25,17
"3","knight",0.6,12
"4","well",0.8,10
"5","like",0.5,8
"6","right",0.8,8
"7","wizard",0.4,7
"8","aunt",0.25,6
"9","dark",-0.6,5
"10","expelled",-0.6,5
"11","leaky",-0.75,5
"12","big",0.25,4
"13","fall",-0.25,4
"14","feeling",0.25,4
"15","fire",-0.25,4
"16","gold",0.5,4
"17","money",0.6,4
"18","sorry",-0.5,4
"19","abruptly",-0.25,3
"20","best",0.5,3
"21","cage",-0.6,3
"22","dead",-1,3
"23","fell",-0.5,3
"24","found",0.6,3
"25","laughed",0.8,3
"26","mad",-0.75,3
"27","magical",0.75,3
"28","scar",-0.5,3
"29","slowly",-0.25,3
"30","yes",0.8,3
"31","alone",-0.6,2
"32","backward",-0.5,2
"33","beaming",0.5,2
"34","better",0.8,2
"35","break",-0.25,2
"36","broken",-0.75,2
"37","chocolate",0.6,2
"38","cold",-0.5,2
"39","comfortable",0.5,2
"40","community",0.6,2
"41","completely",0.4,2
"42","curse",-0.75,2
"43","excitedly",0.8,2
"44","free",0.5,2
"45","frowning",-0.75,2
"46","good",0.75,2
"47","halt",-0.4,2
"48","hard",-0.25,2
"49","hit",-0.25,2
"50","loud",-0.25,2
"51","murdered",-1,2
"52","nervously",-0.5,2
"53","permission",0.8,2
"54","pleased",0.75,2
"55","prime",0.1,2
"56","properly",1,2
"57","punish",-0.75,2
"58","punishment",-0.5,2
"59","quiet",0.25,2
"60","restriction",-0.75,2
"61","smile",0.75,2
"62","stranded",-1,2
"63","sunken",-0.6,2
"64","supporter",0.75,2
"65","thanks",0.6,2
"66","thundering",-0.5,2
"67","visit",0.4,2
"68","white",0.4,2
"69","witch",-0.4,2
"70","worse",-0.75,2
"71","accident",-0.5,1
"72","accidental",-1,1
"73","alive",0.5,1
"74","anger",-0.75,1
"75","angry",-0.75,1
"76","annoyed",-0.5,1
"77","arrested",-0.5,1
"78","assurance",0.5,1
"79","attention",0.25,1
"80","avoid",-0.5,1
"81","awkward",-0.5,1
"82","bad",-0.75,1
"83","badly",-0.75,1
"84","balanced",0.5,1
"85","beckoned",0.5,1
"86","beg",-0.75,1
"87","bent",-0.4,1
"88","blasted",-0.4,1
"89","bleeding",-0.5,1
"90","blinding",-0.8,1
"91","blow",-0.4,1
"92","bowed",-0.25,1
"93","boy",0.25,1
"94","broke",-0.75,1
"95","burning",-0.4,1
"96","calm",0.75,1
"97","calmed",1,1
"98","capture",-0.6,1
"99","chances",0.25,1
"100","cheerfully",1,1
"101","choice",0.4,1
"102","chuckle",0.5,1
"103","clamped",-0.4,1
"104","cleared",0.5,1
"105","collapsed",-0.8,1
"106","confirmed",0.5,1
"107","contemptuously",-0.5,1
"108","cornered",-0.8,1
"109","cried",-1,1
"110","criminal",-0.75,1
"111","crisis",-0.75,1
"112","criticized",-0.5,1
"113","danger",-0.75,1
"114","darkness",-0.75,1
"115","dashed",0.25,1
"116","dazzling",0.8,1
"117","deafening",-1,1
"118","dear",0.5,1
"119","deceiving",-0.75,1
"120","defense",0.25,1
"121","deny",-0.75,1
"122","deserted",-0.6,1
"123","din",-0.25,1
"124","disappeared",-0.6,1
"125","distract",-0.75,1
"126","drag",-0.5,1
"127","dragging",-0.25,1
"128","eagerly",0.8,1
"129","easy",0.8,1
"130","eat",0.6,1
"131","emergency",-0.75,1
"132","empty",-0.25,1
"133","enjoy",0.75,1
"134","enjoyment",1,1
"135","enough",-0.25,1
"136","exhausted",-0.75,1
"137","explosion",-0.6,1
"138","failed",-0.5,1
"139","fallen",-0.5,1
"140","familiar",0.8,1
"141","fancy",0.5,1
"142","favorite",0.75,1
"143","fear",-0.75,1
"144","fearful",-1,1
"145","finally",0.4,1
"146","fond",0.5,1
"147","forget",-0.5,1
"148","fortress",-0.25,1
"149","fortune",0.5,1
