"","word","score","n"
"1","good",0.75,10
"2","great",0.5,9
"3","like",0.5,9
"4","well",0.8,9
"5","right",0.8,8
"6","gold",0.5,5
"7","win",0.5,5
"8","died",-0.5,4
"9","found",0.6,4
"10","money",0.6,4
"11","professor",0.4,4
"12","quiet",0.25,4
"13","slowly",-0.25,4
"14","smiled",0.8,4
"15","big",0.25,3
"16","dark",-0.6,3
"17","death",-0.75,3
"18","kind",0.5,3
"19","lies",-1,3
"20","magical",0.75,3
"21","painful",-0.5,3
"22","stop",-0.4,3
"23","talk",0.4,3
"24","task",-0.25,3
"25","usual",0.4,3
"26","accident",-0.5,2
"27","black",-0.25,2
"28","blame",-0.75,2
"29","boy",0.25,2
"30","care",1,2
"31","difficult",-0.5,2
"32","empty",-0.25,2
"33","enough",-0.25,2
"34","fellow",0.4,2
"35","fight",-0.5,2
"36","frightened",-0.5,2
"37","giving",0.25,2
"38","happily",0.5,2
"39","hard",-0.25,2
"40","horrible",-0.75,2
"41","hot",-0.25,2
"42","impatiently",-0.8,2
"43","important",0.75,2
"44","journey",0.4,2
"45","kidding",0.25,2
"46","laughs",0.8,2
"47","leave",-0.25,2
"48","liked",0.5,2
"49","lying",-0.5,2
"50","mate",0.6,2
"51","mistaken",-1,2
"52","pay",-0.1,2
"53","pleasure",0.5,2
"54","pretend",-0.75,2
"55","respect",0.5,2
"56","sack",-0.25,2
"57","smiling",0.75,2
"58","smirk",-0.4,2
"59","speech",0.25,2
"60","staring",-0.25,2
"61","strong",0.5,2
"62","suffered",-1,2
"63","tears",-0.8,2
"64","trouble",-0.5,2
"65","trust",0.5,2
"66","unconscious",-0.5,2
"67","understanding",1,2
"68","unpleasant",-0.75,2
"69","visit",0.4,2
"70","wish",0.8,2
"71","won",0.5,2
"72","yes",0.8,2
"73","young",0.4,2
"74","abruptly",-0.25,1
"75","action",0.25,1
"76","ahead",0.8,1
"77","alone",-0.6,1
"78","anger",-0.75,1
"79","angrily",-0.5,1
"80","arrogant",-0.75,1
"81","asunder",-0.6,1
"82","attack",-0.75,1
"83","avoid",-0.5,1
"84","avoided",-0.5,1
"85","awed",0.4,1
"86","backed",0.25,1
"87","badger",-0.5,1
"88","barrier",-0.5,1
"89","beaming",0.5,1
"90","beautiful",0.75,1
"91","best",0.5,1
"92","better",0.8,1
"93","biding",-0.25,1
"94","bitterly",-1,1
"95","blasted",-0.4,1
"96","blaze",-0.25,1
"97","blinded",-1,1
"98","blunder",-0.5,1
"99","bound",-0.25,1
"100","brains",0.6,1
"101","brandishing",-0.6,1
"102","brave",0.5,1
"103","bravery",0.5,1
"104","break",-0.25,1
"105","breakfast",0.6,1
"106","bright",0.5,1
"107","broke",-0.75,1
"108","bugging",-0.5,1
"109","cage",-0.6,1
"110","calm",0.75,1
"111","careful",0.25,1
"112","carefully",0.25,1
"113","celebration",0.75,1
"114","charm",0.75,1
"115","choice",0.4,1
"116","clever",0.75,1
"117","cloud",-0.25,1
"118","confusion",-0.5,1
"119","constrained",-0.5,1
"120","contact",0.4,1
"121","contrary",-0.6,1
"122","convinced",0.6,1
"123","cornered",-0.8,1
"124","cough",-0.8,1
"125","crowded",-0.6,1
"126","curiously",0.4,1
"127","curse",-0.75,1
"128","cushion",0.6,1
"129","dangerous",-0.5,1
"130","deal",0.25,1
"131","dear",0.5,1
"132","debts",-0.8,1
"133","defense",0.25,1
"134","defiantly",-0.4,1
"135","dirty",-0.75,1
"136","disbelief",-0.5,1
"137","disbelieving",-0.6,1
"138","discord",-0.75,1
"139","disturbed",-0.75,1
"140","dreading",-1,1
"141","dying",-0.5,1
"142","easy",0.8,1
"143","eat",0.6,1
"144","enjoying",0.75,1
"145","enmity",-0.5,1
"146","equally",0.6,1
"147","escape",-0.25,1
"148","excuse",-0.75,1
"149","fair",0.75,1
"150","fat",-0.5,1
"151","favor",0.6,1
"152","favorite",0.75,1
"153","fear",-0.75,1
"154","feeling",0.25,1
"155","fell",-0.5,1
"156","fervently",0.25,1
"157","finally",0.4,1
"158","fine",0.25,1
"159","flabbergasted",-0.5,1
"160","flinched",-0.8,1
"161","flustered",-0.8,1
"162","forced",-0.5,1
"163","foul",-0.75,1
"164","free",0.5,1
"165","freely",1,1
"166","friend",0.8,1
"167","friendship",0.5,1
"168","fully",0.4,1
"169","gamble",-0.25,1
"170","gambling",-0.25,1
"171","gang",-0.8,1
"172","gift",0.5,1
"173","gratified",1,1
"174","gravely",-1,1
"175","grief",-0.75,1
"176","gruff",-0.75,1
"177","gruffly",-0.6,1
"178","hang",-0.25,1
"179","happy",0.75,1
"180","harsh",-1,1
"181","hastily",-0.4,1
"182","helping",0.5,1
"183","hidden",-0.25,1
"184","hit",-0.25,1
"185","honor",1,1
"186","horrified",-0.75,1
"187","horror",-1,1
"188","hug",0.75,1
"189","hurt",-0.75,1
"190","idiot",-1,1
"191","ignored",-0.6,1
"192","illegal",-1,1
"193","impression",0.1,1
"194","imprisonment",-0.5,1
"195","improve",0.75,1
"196","increased",0.5,1
"197","instantly",-0.25,1
"198","insult",-1,1
"199","interesting",0.75,1
"200","join",0.25,1
"201","joke",0.6,1
"202","keen",0.5,1
"203","late",-0.25,1
"204","laughed",0.8,1
"205","losing",-0.75,1
"206","loss",-0.75,1
"207","lost",-0.75,1
"208","loud",-0.25,1
"209","lovers",0.25,1
"210","loyal",1,1
"211","mad",-0.75,1
"212","madly",0.75,1
"213","magic",0.25,1
"214","menacing",-0.5,1
"215","missing",-0.5,1
"216","mistake",-0.75,1
"217","moody",-0.75,1
"218","murdered",-1,1
"219","mutter",-0.5,1
