"","word","score","n"
"1","gaunt",-0.8,44
"2","sir",0.25,18
"3","good",0.75,15
"4","right",0.8,15
"5","yes",0.8,13
"6","daughter",0.6,10
"7","like",0.5,9
"8","filthy",-0.5,8
"9","love",0.75,7
"10","dark",-0.6,6
"11","late",-0.25,5
"12","snake",-0.25,5
"13","black",-0.25,4
"14","clearly",0.5,4
"15","dead",-1,4
"16","dirt",-0.75,4
"17","dirty",-0.75,4
"18","gold",0.5,4
"19","knife",-0.4,4
"20","leave",-0.25,4
"21","magical",0.75,4
"22","odd",-0.25,4
"23","prince",0.6,4
"24","smiling",0.75,4
"25","stopped",-0.4,4
"26","wrong",-0.75,4
"27","better",0.8,3
"28","bright",0.5,3
"29","broken",-0.75,3
"30","clear",0.5,3
"31","darling",0.5,3
"32","fell",-0.5,3
"33","forward",0.6,3
"34","found",0.6,3
"35","generations",0.4,3
"36","great",0.5,3
"37","growing",0.8,3
"38","handsome",1,3
"39","hidden",-0.25,3
"40","hope",0.5,3
"41","injured",-0.75,3
"42","laughter",0.8,3
"43","led",0.4,3
"44","magic",0.25,3
"45","professor",0.4,3
"46","pure",1,3
"47","reading",0.1,3
"48","reason",0.6,3
"49","summons",-0.25,3
"50","well",0.8,3
"51","white",0.4,3
"52","young",0.4,3
"53","abilities",0.6,2
"54","advanced",0.75,2
"55","afraid",-0.75,2
"56","ahead",0.8,2
"57","alone",-0.6,2
"58","angrily",-0.5,2
"59","baby",0.6,2
"60","backward",-0.5,2
"61","bloody",-0.75,2
"62","bowed",-0.25,2
"63","brandishing",-0.6,2
"64","cleared",0.5,2
"65","continue",0.4,2
"66","crack",-0.5,2
"67","crystal",0.6,2
"68","darkness",-0.75,2
"69","defend",0.25,2
"70","detention",-0.5,2
"71","died",-0.5,2
"72","difficult",-0.5,2
"73","difficulty",-0.5,2
"74","discussion",0.4,2
"75","doubt",-0.75,2
"76","dust",-0.5,2
"77","expect",0.4,2
"78","faint",-0.8,2
"79","fall",-0.25,2
"80","fallen",-0.5,2
"81","falling",-0.75,2
"82","forget",-0.5,2
"83","halt",-0.4,2
"84","hanging",-0.25,2
"85","hastily",-0.4,2
"86","hissing",-0.5,2
"87","hot",-0.25,2
"88","hurried",-0.25,2
"89","important",0.75,2
"90","information",0.4,2
"91","lesson",0.4,2
"92","loud",-0.25,2
"93","louder",-0.25,2
"94","mad",-0.75,2
"95","main",0.4,2
"96","nasty",-1,2
"97","painful",-0.5,2
"98","pretty",0.75,2
"99","pus",-0.25,2
"100","rage",-1,2
"101","rags",-0.25,2
"102","ready",0.8,2
"103","screamed",-0.6,2
"104","scum",-0.5,2
"105","shock",-0.75,2
"106","smoke",-0.25,2
"107","spat",-0.5,2
"108","staring",-0.25,2
"109","steep",-0.25,2
"110","stop",-0.4,2
"111","straight",0.6,2
"112","strange",-0.5,2
"113","stumbled",-0.6,2
"114","survive",0.8,2
"115","terrified",-1,2
