"","word","score","n"
"1","well",0.8,33
"2","like",0.5,16
"3","right",0.8,10
"4","good",0.75,9
"5","leave",-0.25,9
"6","yes",0.8,9
"7","feeling",0.25,8
"8","snake",-0.25,8
"9","better",0.8,7
"10","dark",-0.6,7
"11","dear",0.5,7
"12","fine",0.25,7
"13","found",0.6,7
"14","black",-0.25,6
"15","thanks",0.6,6
"16","alone",-0.6,5
"17","empty",-0.25,5
"18","professor",0.4,5
"19","staring",-0.25,5
"20","talk",0.4,5
"21","young",0.4,5
"22","angrily",-0.5,4
"23","cold",-0.5,4
"24","damage",-0.75,4
"25","expect",0.4,4
"26","giving",0.25,4
"27","merry",1,4
"28","nice",0.5,4
"29","smile",0.75,4
"30","white",0.4,4
"31","work",0.25,4
"32","ashamed",-1,3
"33","brightly",0.6,3
"34","clearly",0.5,3
"35","dinner",0.6,3
"36","enough",-0.25,3
"37","excellent",1,3
"38","funny",0.8,3
"39","gold",0.5,3
"40","grandmother",0.6,3
"41","lovely",0.75,3
"42","magical",0.75,3
"43","new",0.8,3
"44","permanent",-0.25,3
"45","planning",0.25,3
"46","possessed",-0.6,3
"47","present",0.25,3
"48","stitches",-0.6,3
"49","stop",-0.4,3
"50","strolled",0.4,3
"51","stupid",-1,3
"52","visit",0.4,3
"53","witch",-0.4,3
"54","wizard",0.4,3
"55","wounds",-1,3
"56","aching",-0.75,2
"57","afraid",-0.75,2
"58","attacked",-1,2
"59","bad",-0.75,2
"60","beaming",0.5,2
"61","best",0.5,2
"62","boy",0.25,2
"63","brave",0.5,2
"64","brighten",0.5,2
"65","comfortably",1,2
"66","creeping",-0.6,2
"67","crying",-0.5,2
"68","danger",-0.75,2
"69","dead",-1,2
"70","deserted",-0.6,2
"71","dragged",-0.5,2
"72","dreadful",-0.75,2
"73","dreams",0.25,2
"74","eagerly",0.8,2
"75","excuse",-0.75,2
"76","fancy",0.5,2
"77","fit",0.4,2
"78","forgotten",-0.5,2
"79","free",0.5,2
"80","great",0.5,2
"81","growing",0.8,2
"82","gruesome",-0.5,2
"83","happily",0.5,2
"84","hard",-0.25,2
"85","haughtily",-0.8,2
"86","helping",0.5,2
"87","hit",-0.25,2
"88","hope",0.5,2
"89","ignored",-0.6,2
"90","improvement",0.75,2
"91","joined",0.6,2
"92","led",0.4,2
"93","loud",-0.25,2
"94","magic",0.25,2
"95","neatly",0.5,2
"96","pay",-0.1,2
"97","please",1,2
"98","poor",-0.5,2
"99","precisely",0.8,2
"100","problem",-0.75,2
"101","proud",0.75,2
"102","rags",-0.25,2
"103","rat",-0.5,2
"104","ready",0.8,2
"105","relief",0.5,2
"106","save",0.5,2
"107","scared",-0.5,2
