"","word","score","n"
"1","goblin",-0.8,29
"2","like",0.5,13
"3","yes",0.8,8
"4","right",0.8,6
"5","wizard",0.4,6
"6","black",-0.25,4
"7","careful",0.25,4
"8","empty",-0.25,4
"9","gold",0.5,4
"10","good",0.75,4
"11","great",0.5,4
"12","problem",-0.75,4
"13","work",0.25,4
"14","anger",-0.75,3
"15","baby",0.6,3
"16","beaming",0.5,3
"17","boy",0.25,3
"18","doubts",-0.5,3
"19","enough",-0.25,3
"20","fire",-0.25,3
"21","food",0.4,3
"22","lying",-0.5,3
"23","offer",0.1,3
"24","payment",-0.1,3
"25","sorry",-0.5,3
"26","stolen",-0.75,3
"27","thank",0.5,3
"28","well",0.8,3
"29","accept",1,2
"30","alone",-0.6,2
"31","ancient",0.25,2
"32","bargain",0.75,2
"33","better",0.8,2
"34","break",-0.25,2
"35","clear",0.5,2
"36","congratulations",0.75,2
"37","cried",-1,2
"38","died",-0.5,2
"39","dinner",0.6,2
"40","dirty",-0.75,2
"41","dislike",-1,2
"42","eat",0.6,2
"43","elder",0.4,2
"44","escape",-0.25,2
"45","exceptionally",1,2
"46","fake",-0.75,2
"47","fault",-0.5,2
"48","fell",-0.5,2
"49","frail",-0.8,2
"50","frightened",-0.5,2
"51","garden",0.6,2
"52","ghost",-0.6,2
"53","glad",0.75,2
"54","grave",-0.5,2
"55","helped",0.8,2
"56","honor",1,2
"57","irritable",-0.5,2
"58","join",0.25,2
"59","kind",0.5,2
"60","leave",-0.25,2
"61","ownership",0.6,2
"62","planning",0.25,2
"63","promise",0.75,2
"64","relief",0.5,2
"65","respect",0.5,2
"66","slowly",-0.25,2
"67","spent",-0.25,2
"68","treasure",0.75,2
"69","treasures",1,2
"70","valuable",0.5,2
"71","absence",-0.5,1
"72","admits",0.6,1
"73","admitted",0.6,1
"74","afraid",-0.75,1
"75","agrees",0.5,1
"76","alarmed",-0.75,1
"77","angrily",-0.5,1
"78","angry",-0.75,1
"79","argument",-0.8,1
"80","arrogance",-0.5,1
"81","astonished",0.5,1
"82","attacked",-1,1
"83","aunt",0.25,1
"84","avoid",-0.5,1
"85","backed",0.25,1
"86","beautiful",0.75,1
"87","bedrooms",0.25,1
"88","best",0.5,1
"89","bloodthirsty",-0.5,1
"90","bloody",-0.75,1
"91","bother",-0.75,1
"92","breaking",-0.6,1
"93","breeze",0.1,1
"94","bright",0.5,1
"95","brilliant",1,1
"96","broken",-0.75,1
"97","brutally",-1,1
"98","celebrate",0.5,1
"99","champion",0.5,1
"100","chance",0.25,1
"101","cheered",0.8,1
"102","choice",0.4,1
"103","chosen",0.6,1
"104","clapped",0.25,1
"105","cloudy",-0.25,1
"106","cold",-0.5,1
"107","comfort",0.75,1
"108","confused",-0.5,1
"109","continue",0.4,1
"110","continuing",0.4,1
"111","corpse",-0.75,1
"112","crashed",-0.6,1
"113","create",0.6,1
"114","creature",-0.25,1
"115","cries",-1,1
"116","crowded",-0.6,1
"117","crumple",-0.6,1
"118","danger",-0.75,1
"119","dangerous",-0.5,1
"120","dark",-0.6,1
"121","dazed",-0.75,1
"122","dead",-1,1
"123","deal",0.25,1
"124","dear",0.5,1
"125","death",-0.75,1
"126","declining",-0.5,1
"127","defiance",-0.5,1
"128","delight",1,1
"129","delighted",0.75,1
"130","demanded",-0.4,1
"131","deny",-0.75,1
"132","despicable",-0.75,1
"133","difficulty",-0.5,1
"134","discomfort",-0.5,1
"135","distaste",-0.5,1
"136","doubt",-0.75,1
"137","drained",-0.5,1
"138","drunk",-0.5,1
"139","eagerly",0.8,1
"140","easier",0.8,1
"141","easy",0.8,1
"142","emergency",-0.75,1
"143","essential",0.6,1
"144","evil",-0.75,1
"145","excuses",-0.5,1
"146","exhilarating",0.5,1
"147","experienced",0.6,1
"148","facts",0.4,1
"149","fail",-0.75,1
"150","false",-0.6,1
"151","fear",-0.75,1
"152","feeling",0.25,1
"153","festive",1,1
"154","fiery",0.25,1
"155","fine",0.25,1
"156","flying",0.1,1
"157","forced",-0.5,1
"158","forget",-0.5,1
"159","found",0.6,1
"160","fraught",-0.5,1
"161","friendship",0.5,1
"162","frowned",-0.8,1
"163","frowning",-0.75,1
"164","generous",0.75,1
"165","genius",0.5,1
"166","gift",0.5,1
"167","giving",0.25,1
"168","glared",-0.8,1
"169","glittering",0.6,1
"170","glow",0.25,1
"171","grasping",-0.4,1
"172","greater",0.5,1
"173","grin",0.5,1
"174","grinned",0.4,1
"175","groping",-0.4,1
"176","grudgingly",-0.75,1
"177","hairy",-0.1,1
"178","hanging",-0.25,1
"179","happiness",0.75,1
"180","happy",0.75,1
"181","hell",-0.8,1
"182","helping",0.5,1
"183","hire",0.6,1
"184","hopelessly",-0.6,1
"185","horizon",0.25,1
"186","hospitality",1,1
"187","hurt",-0.75,1
"188","innocent",0.8,1
"189","insisting",-0.25,1
"190","intentions",0.25,1
"191","irritated",-0.5,1
"192","joined",0.6,1
"193","killed",-0.5,1
"194","laugh",0.5,1
"195","laughed",0.8,1
"196","leading",0.25,1
"197","led",0.4,1
"198","lesser",-0.25,1
"199","level",0.4,1
"200","lonely",-0.75,1
"201","lost",-0.75,1
"202","love",0.75,1
"203","loving",0.75,1
"204","lucky",0.75,1
"205","ludicrous",-0.75,1
"206","madness",-1,1
"207","magic",0.25,1
"208","magical",0.75,1
"209","main",0.4,1
"210","masterpiece",1,1
"211","misgivings",-1,1
"212","misread",-0.75,1
"213","misunderstood",-0.75,1
"214","money",0.6,1
"215","new",0.8,1
"216","oblige",-0.1,1
"217","odd",-0.25,1
"218","ominous",-0.5,1
"219","opportunity",0.5,1
"220","outburst",-0.4,1
"221","overcome",0.1,1
"222","overwhelmed",-0.5,1
"223","pain",-0.75,1
"224","please",1,1
"225","plummeted",-0.8,1
"226","poorly",-0.75,1
"227","powerful",0.75,1
"228","prefer",0.1,1
"229","preferred",0.8,1
"230","prepare",0.1,1
"231","prevent",-0.25,1
"232","procure",-0.25,1
"233","promised",0.5,1
"234","protected",0.8,1
"235","protest",-0.5,1
"236","proud",0.75,1
"237","reason",0.6,1
"238","reckless",-0.75,1
"239","reconstruct",0.1,1
"240","refused",-0.75,1
"241","relinquished",-0.25,1
"242","relish",0.8,1
"243","reminding",-0.25,1
"244","repellent",-0.5,1
"245","responsible",0.25,1
"246","rightful",0.75,1
"247","rightfully",1,1
"248","safe",0.75,1
"249","satisfactorily",0.5,1
"250","saved",0.8,1
"251","scared",-0.5,1
"252","scowled",-1,1
"253","shame",-0.75,1
"254","shared",0.8,1
"255","shot",-0.4,1
"256","siege",-0.6,1
"257","slamming",-0.4,1
"258","slunk",-0.6,1
"259","snake",-0.25,1
"260","softened",0.6,1
"261","solution",0.5,1
"262","solve",0.8,1
"263","spindly",-0.8,1
"264","spirits",0.25,1
"265","squirm",-0.75,1
"266","staring",-0.25,1
"267","stole",-0.8,1
"268","straight",0.6,1
"269","strictly",-0.6,1
"270","strong",0.5,1
"271","struck",-0.5,1
"272","support",0.5,1
"273","supported",0.75,1
"274","suspended",-0.6,1
"275","swear",-0.1,1
"276","tangled",-0.75,1
"277","terrible",-0.75,1
"278","thanks",0.6,1
"279","theft",-0.5,1
"280","thief",-1,1
"281","thoughtful",1,1
"282","thrill",0.5,1
"283","treachery",-0.5,1
"284","trusted",0.5,1
"285","uncomfortable",-0.75,1
"286","unexpectedly",-0.25,1
"287","unpleasant",-0.75,1
"288","untouched",-0.5,1
"289","violent",-0.75,1
"290","visit",0.4,1
"291","wait",-0.25,1
"292","waltz",0.6,1
"293","white",0.4,1
"294","wild",-0.25,1
"295","wish",0.8,1
"296","worked",0.25,1
"297","working",0.25,1
"298","worn",-0.1,1
"299","worry",-0.75,1
"300","worthy",0.75,1
"301","wrong",-0.75,1
"302","wry",-0.25,1
"303","younger",0.25,1
