"","word","score","n"
"1","professor",0.4,14
"2","boy",0.25,7
"3","good",0.75,7
"4","monster",-0.5,7
"5","attacks",-0.5,5
"6","better",0.8,5
"7","like",0.5,5
"8","new",0.8,5
"9","staring",-0.25,5
"10","stopped",-0.4,5
"11","attack",-0.75,4
"12","dark",-0.6,4
"13","found",0.6,4
"14","hidden",-0.25,4
"15","library",0.6,4
"16","loose",-0.25,4
"17","black",-0.25,3
"18","expelled",-0.6,3
"19","feeling",0.25,3
"20","fire",-0.25,3
"21","hurried",-0.25,3
"22","kill",-0.75,3
"23","killed",-0.5,3
"24","loud",-0.25,3
"25","reading",0.1,3
"26","teacher",0.25,3
"27","ancient",0.25,2
"28","applause",0.5,2
"29","bad",-0.75,2
"30","chance",0.25,2
"31","cheerful",0.75,2
"32","culprit",-1,2
"33","dungeon",-0.5,2
"34","finally",0.4,2
"35","giving",0.25,2
"36","great",0.5,2
"37","hairy",-0.1,2
"38","joined",0.6,2
"39","late",-0.25,2
"40","lying",-0.5,2
"41","magical",0.75,2
"42","orphanage",-1,2
"43","pale",-0.6,2
"44","please",1,2
"45","politely",1,2
"46","right",0.8,2
"47","scrambled",-0.25,2
"48","seized",-0.6,2
"49","shock",-0.75,2
"50","sick",-0.75,2
"51","sir",0.25,2
"52","stop",-0.4,2
"53","suspect",-0.75,2
"54","talk",0.4,2
"55","tense",-0.5,2
"56","visit",0.4,2
"57","well",0.8,2
"58","wizard",0.4,2
"59","worried",-0.75,2
"60","accidentally",-0.6,1
"61","afraid",-0.75,1
"62","aghast",-1,1
"63","alarm",-0.75,1
"64","alarmed",-0.75,1
"65","alone",-0.6,1
"66","anxious",-0.75,1
"67","apology",0.6,1
"68","attacker",-0.6,1
"69","attacking",-0.5,1
"70","audible",0.1,1
"71","aunt",0.25,1
"72","award",0.75,1
"73","awful",-0.75,1
"74","beckoned",0.5,1
"75","best",0.5,1
"76","blame",-0.75,1
"77","blazing",-0.25,1
"78","bored",-0.5,1
"79","break",-0.25,1
"80","breakfast",0.6,1
"81","breeze",0.1,1
"82","brilliant",1,1
"83","brother",0.4,1
"84","cancelled",-0.8,1
"85","care",1,1
"86","chances",0.25,1
"87","choked",-1,1
"88","clapped",0.25,1
"89","clear",0.5,1
"90","cold",-0.5,1
"91","comfort",0.75,1
"92","community",0.6,1
"93","complaining",-1,1
"94","concern",-0.6,1
"95","confidence",0.75,1
"96","confused",-0.5,1
"97","contact",0.4,1
"98","crack",-0.5,1
"99","crash",-0.75,1
"100","creeping",-0.6,1
"101","crouching",-0.25,1
"102","crowded",-0.6,1
"103","darkness",-0.75,1
"104","daughter",0.6,1
"105","dead",-1,1
"106","deadly",-0.75,1
"107","deal",0.25,1
"108","dear",0.5,1
"109","decent",0.5,1
"110","defense",0.25,1
"111","depends",0.1,1
"112","deserted",-0.6,1
"113","deserved",0.25,1
"114","devastated",-0.5,1
"115","difficult",-0.5,1
"116","dinner",0.6,1
"117","disappointed",-1,1
"118","disappointment",-1,1
"119","discussion",0.4,1
"120","disembodied",-0.5,1
"121","distressed",-1,1
"122","doubt",-0.75,1
"123","dreadful",-0.75,1
"124","dungeons",-0.8,1
"125","eager",0.75,1
"126","eased",0.6,1
"127","easy",0.8,1
"128","edged",-0.25,1
"129","empty",-0.25,1
"130","enjoyable",1,1
"131","enough",-0.25,1
"132","enthusiastically",1,1
"133","equally",0.6,1
"134","extinguished",-0.25,1
"135","fallen",-0.5,1
"136","falling",-0.75,1
"137","familiar",0.8,1
"138","fearfully",-0.5,1
"139","fell",-0.5,1
"140","fit",0.4,1
"141","force",-0.6,1
"142","forgotten",-0.5,1
"143","forward",0.6,1
"144","frantic",-0.75,1
"145","friend",0.8,1
"146","friendly",0.75,1
"147","frowning",-0.75,1
"148","fully",0.4,1
"149","funny",0.8,1
"150","furiously",-1,1
"151","gasp",-0.8,1
"152","gentle",1,1
"153","ghost",-0.6,1
"154","glassy",0.25,1
"155","grimly",-1,1
"156","groaned",-0.8,1
"157","growing",0.8,1
"158","growl",-0.5,1
"159","guard",-0.25,1
"160","guidance",0.5,1
"161","hanging",-0.25,1
"162","happy",0.75,1
"163","hard",-0.25,1
"164","heartily",0.5,1
"165","hesitant",-0.6,1
"166","hoarse",-0.8,1
"167","hopeful",0.75,1
"168","horrible",-0.75,1
"169","hot",-0.25,1
"170","ignored",-0.6,1
"171","important",0.75,1
"172","inclined",0.4,1
"173","information",0.4,1
"174","insisting",-0.25,1
"175","irresolute",-0.5,1
"176","jerk",-0.5,1
"177","journey",0.4,1
"178","keen",0.5,1
"179","kind",0.5,1
"180","knowing",0.6,1
"181","leave",-0.25,1
"182","led",0.4,1
"183","lesson",0.4,1
"184","liking",0.5,1
"185","losing",-0.75,1
"186","loss",-0.75,1
"187","lousy",-1,1
"188","mad",-0.75,1
"189","magic",0.25,1
"190","mature",0.75,1
"191","miserably",-0.5,1
"192","missing",-0.5,1
"193","monstrous",-0.5,1
"194","nervous",-0.75,1
"195","nervously",-0.5,1
"196","odd",-0.25,1
"197","option",0.4,1
"198","perfect",0.75,1
"199","petrified",-0.5,1
"200","piercing",-0.25,1
"201","pleasure",0.5,1
"202","poor",-0.5,1
"203","pored",0.25,1
"204","postponed",-0.4,1
"205","precaution",-0.4,1
"206","present",0.25,1
"207","pressure",-0.5,1
"208","prospect",0.6,1
"209","punishment",-0.5,1
"210","pursuit",-0.4,1
"211","quiet",0.25,1
"212","raucous",-0.8,1
"213","recommend",0.5,1
"214","recount",-0.25,1
"215","refreshing",0.5,1
"216","relief",0.5,1
"217","repellent",-0.5,1
"218","retreated",-0.4,1
"219","revive",0.25,1
"220","rip",-0.25,1
"221","ripped",-0.25,1
"222","robbery",-1,1
"223","safe",0.75,1
"224","satisfied",1,1
"225","scream",-1,1
"226","scuttled",-0.6,1
"227","shame",-0.75,1
"228","share",0.5,1
"229","sharply",-0.25,1
"230","shocked",-0.5,1
"231","slaughtered",-1,1
"232","slug",-0.75,1
"233","smashed",-0.6,1
"234","smile",0.75,1
"235","smiled",0.8,1
"236","smiling",0.75,1
"237","sneaking",-0.5,1
"238","sneering",-1,1
"239","soft",0.6,1
"240","spilling",-0.4,1
"241","squeal",-0.25,1
"242","starry",0.5,1
"243","stolen",-0.75,1
"244","straight",0.6,1
"245","strange",-0.5,1
"246","stranger",-0.5,1
"247","study",0.25,1
"248","stunned",-0.25,1
"249","sunset",0.6,1
"250","sunshine",0.5,1
"251","surprise",0.6,1
"252","suspended",-0.6,1
"253","suspension",-0.5,1
"254","sweating",-0.25,1
"255","sweaty",-0.5,1
"256","tactics",-0.25,1
"257","tangle",-0.6,1
"258","teach",0.4,1
"259","trembling",-0.5,1
"260","tumultuous",-0.5,1
"261","uncomfortably",-0.5,1
"262","understanding",1,1
"263","unfortunate",-0.75,1
"264","unheard",-0.6,1
"265","unusual",-0.6,1
"266","usual",0.4,1
"267","utterly",-0.4,1
"268","warm",0.5,1
"269","wishing",0.8,1
"270","work",0.25,1
"271","working",0.25,1
"272","worry",-0.75,1
"273","wrong",-0.75,1
"274","yes",0.8,1
"275","younger",0.25,1
