"","word","score","n"
"1","professor",0.4,8
"2","fire",-0.25,6
"3","well",0.8,6
"4","dark",-0.6,5
"5","like",0.5,5
"6","enough",-0.25,4
"7","found",0.6,4
"8","library",0.6,4
"9","agreed",0.5,3
"10","baby",0.6,3
"11","detention",-0.5,3
"12","forget",-0.5,3
"13","free",0.5,3
"14","glad",0.75,3
"15","good",0.75,3
"16","trouble",-0.5,3
"17","wild",-0.25,3
"18","bad",-0.75,2
"19","black",-0.25,2
"20","chance",0.25,2
"21","darkness",-0.75,2
"22","dead",-1,2
"23","easy",0.8,2
"24","extra",0.4,2
"25","feeling",0.25,2
"26","hard",-0.25,2
"27","helped",0.8,2
"28","illegal",-1,2
"29","late",-0.25,2
"30","reason",0.6,2
"31","safe",0.75,2
"32","smile",0.75,2
"33","sorry",-0.5,2
"34","spent",-0.25,2
"35","study",0.25,2
"36","usual",0.4,2
"37","warm",0.5,2
"38","work",0.25,2
"39","ahead",0.8,1
"40","alone",-0.6,1
"41","anxiously",-1,1
"42","beamed",0.8,1
"43","beating",-0.5,1
"44","beautiful",0.75,1
"45","best",0.5,1
"46","big",0.25,1
"47","bite",-0.6,1
"48","blazing",-0.25,1
"49","bless",1,1
"50","bloody",-0.75,1
"51","break",-0.25,1
"52","breakfast",0.6,1
"53","brilliant",1,1
"54","broke",-0.75,1
"55","brother",0.4,1
"56","bulging",-0.4,1
"57","burns",-0.4,1
"58","calm",0.75,1
"59","care",1,1
"60","cheery",1,1
"61","choice",0.4,1
"62","clear",0.5,1
"63","cloudy",-0.25,1
"64","cold",-0.5,1
"65","contrary",-0.6,1
"66","convention",0.4,1
"67","cracked",-0.5,1
"68","cracks",-0.6,1
"69","crazy",-0.75,1
"70","crouching",-0.25,1
"71","crumpled",-0.6,1
"72","cut",-0.25,1
"73","dangerous",-0.5,1
"74","darkened",-0.75,1
"75","dear",0.5,1
"76","die",-0.75,1
"77","difficult",-0.5,1
"78","dragged",-0.5,1
"79","drained",-0.5,1
"80","dump",-0.5,1
"81","easier",0.8,1
"82","easiest",0.8,1
"83","empty",-0.25,1
"84","encouraging",1,1
"85","excited",0.75,1
"86","fall",-0.25,1
"87","fine",0.25,1
"88","flattering",0.5,1
"89","forgotten",-0.5,1
"90","fortune",0.5,1
"91","frightening",-0.5,1
"92","frowned",-0.8,1
"93","fun",0.75,1
"94","funny",0.8,1
"95","garden",0.6,1
"96","great",0.5,1
"97","greeted",0.8,1
"98","grow",0.8,1
"99","growling",-0.6,1
"100","guide",0.6,1
"101","hang",-0.25,1
"102","happiness",0.75,1
"103","heaved",-0.4,1
"104","helping",0.5,1
"105","hit",-0.25,1
"106","hoarse",-0.8,1
"107","honest",0.75,1
"108","horrible",-0.75,1
"109","hot",-0.25,1
"110","hurried",-0.25,1
"111","hurt",-0.75,1
"112","important",0.75,1
"113","impressively",0.8,1
"114","inferno",-0.5,1
"115","interest",0.5,1
"116","journey",0.4,1
"117","kind",0.5,1
"118","laugh",0.5,1
"119","laughing",0.6,1
"120","leave",-0.25,1
"121","lesson",0.4,1
"122","lies",-1,1
"123","lonely",-0.75,1
"124","longingly",-0.25,1
"125","loomed",-0.6,1
"126","losing",-0.75,1
"127","lost",-0.75,1
"128","love",0.75,1
"129","lullaby",0.8,1
"130","lurking",-1,1
"131","lying",-0.5,1
"132","magic",0.25,1
"133","magical",0.75,1
"134","merrily",1,1
"135","mistaking",-0.8,1
"136","moaning",-0.25,1
"137","nagging",-1,1
"138","nasty",-1,1
"139","nervous",-0.75,1
"140","nervously",-0.5,1
"141","nuts",-0.25,1
"142","paler",-0.6,1
"143","peaceful",0.75,1
"144","pillow",0.4,1
"145","pleased",0.75,1
"146","pleasure",0.5,1
"147","poisonous",-0.5,1
"148","pretty",0.75,1
"149","properly",1,1
"150","protect",0.75,1
"151","protecting",0.8,1
"152","proudly",0.8,1
"153","rattle",-0.25,1
"154","ready",0.8,1
"155","refused",-0.75,1
"156","right",0.8,1
"157","risk",-0.75,1
"158","rubbish",-0.75,1
"159","safely",0.5,1
"160","scraping",-0.6,1
"161","sing",0.6,1
"162","smiling",0.75,1
"163","smoke",-0.25,1
"164","sobbed",-1,1
"165","soothe",0.25,1
"166","split",-0.5,1
"167","spoil",-0.5,1
"168","staring",-0.25,1
"169","steal",-0.75,1
"170","steep",-0.25,1
"171","stifling",-0.5,1
"172","stolen",-0.75,1
"173","stop",-0.4,1
"174","stopped",-0.4,1
"175","straight",0.6,1
"176","stranger",-0.5,1
"177","stroke",-0.25,1
"178","struggled",-0.5,1
"179","stutter",-0.6,1
"180","suspend",-0.6,1
"181","suspicious",-0.75,1
"182","swelled",-0.5,1
"183","swollen",-0.5,1
"184","talk",0.4,1
"185","tears",-0.8,1
"186","temper",-0.5,1
"187","terrible",-0.75,1
"188","thanks",0.6,1
"189","thoughtfully",1,1
"190","thrashing",-1,1
"191","threatening",-1,1
"192","torn",-0.5,1
"193","trusted",0.5,1
"194","unfortunately",-1,1
"195","upright",0.6,1
"196","visit",0.4,1
"197","wait",-0.25,1
"198","won",0.5,1
"199","worked",0.25,1
"200","working",0.25,1
"201","worried",-0.75,1
"202","worry",-0.75,1
"203","yes",0.8,1
