"","word","score","n"
"1","death",-0.75,19
"2","like",0.5,13
"3","right",0.8,10
"4","elder",0.4,9
"5","new",0.8,9
"6","well",0.8,9
"7","snitch",-1,8
"8","truth",1,7
"9","dead",-1,6
"10","gaunt",-0.8,6
"11","resurrection",0.25,6
"12","familiar",0.8,5
"13","fell",-0.5,5
"14","found",0.6,5
"15","good",0.75,5
"16","alive",0.5,4
"17","darkness",-0.75,4
"18","fit",0.4,4
"19","hollow",-0.5,4
"20","obsession",-0.4,4
"21","safe",0.75,4
"22","work",0.25,4
"23","action",0.25,3
"24","agreed",0.5,3
"25","alone",-0.6,3
"26","bad",-0.75,3
"27","brother",0.4,3
"28","certainty",0.8,3
"29","continue",0.4,3
"30","cried",-1,3
"31","determined",0.5,3
"32","died",-0.5,3
"33","enough",-0.25,3
"34","excitedly",0.8,3
"35","genius",0.5,3
"36","great",0.5,3
"37","hidden",-0.25,3
"38","hope",0.5,3
"39","important",0.75,3
"40","magic",0.25,3
"41","please",1,3
"42","resisting",-0.6,3
"43","scar",-0.5,3
"44","scared",-0.5,3
"45","sorry",-0.5,3
"46","support",0.5,3
"47","thank",0.5,3
"48","astonished",0.5,2
"49","beamed",0.8,2
"50","broke",-0.75,2
"51","buried",-0.6,2
"52","care",1,2
"53","charm",0.75,2
"54","chilly",-0.5,2
"55","clear",0.5,2
"56","completely",0.4,2
"57","contemplation",0.25,2
"58","curse",-0.75,2
"59","dangerous",-0.5,2
"60","destroyed",-0.75,2
"61","enemy",-1,2
"62","extinct",-0.5,2
"63","fierce",-0.5,2
"64","fighting",-0.8,2
"65","forget",-0.5,2
"66","forgotten",-0.5,2
"67","friendly",0.75,2
"68","giving",0.25,2
"69","goblin",-0.8,2
"70","golden",0.6,2
"71","groaned",-0.8,2
"72","hard",-0.25,2
"73","ignorant",-1,2
"74","interesting",0.75,2
"75","kill",-0.75,2
"76","kind",0.5,2
"77","knowledge",0.6,2
"78","longing",-0.25,2
"79","murdered",-1,2
"80","mystery",-0.4,2
"81","nice",0.5,2
"82","orphanage",-1,2
"83","powerful",0.75,2
"84","protection",0.8,2
"85","pure",1,2
"86","regret",-0.75,2
"87","risks",-0.25,2
"88","rumors",-0.6,2
"89","safety",0.8,2
"90","scratches",-0.6,2
"91","shock",-0.75,2
"92","spirit",0.5,2
"93","staring",-0.25,2
"94","suffering",-1,2
"95","supporters",0.8,2
"96","talk",0.4,2
"97","thanks",0.6,2
"98","united",0.5,2
"99","wireless",0.25,2
"100","worked",0.25,2
"101","worth",0.75,2
"102","wrong",-0.75,2
"103","yes",0.8,2
"104","absence",-0.5,1
"105","absolute",-0.25,1
"106","accord",0.8,1
"107","admiringly",1,1
"108","admit",0.6,1
"109","afford",0.5,1
"110","afraid",-0.75,1
"111","ahead",0.8,1
"112","allegiance",0.5,1
"113","amazement",0.8,1
"114","ancestor",0.25,1
"115","angry",-0.75,1
"116","anxious",-0.75,1
"117","apologize",0.8,1
"118","appeal",0.6,1
"119","applaud",0.5,1
"120","arrest",-0.5,1
"121","ashamed",-1,1
"122","awed",0.4,1
"123","beaming",0.5,1
"124","best",0.5,1
"125","better",0.8,1
"126","bewildered",-0.5,1
"127","big",0.25,1
"128","blamed",-0.5,1
"129","bleak",-0.5,1
"130","blindly",-1,1
"131","bloody",-0.75,1
"132","blow",-0.4,1
"133","blurred",-0.5,1
"134","bound",-0.25,1
"135","boy",0.25,1
"136","brandishing",-0.6,1
"137","brave",0.5,1
"138","break",-0.25,1
"139","brilliant",1,1
"140","broken",-0.75,1
"141","burn",-0.4,1
"142","burned",-0.6,1
"143","calm",0.75,1
"144","careless",-0.5,1
"145","caution",-0.25,1
"146","charming",1,1
"147","child",0.6,1
"148","cloudy",-0.25,1
"149","clump",-0.25,1
"150","coast",0.6,1
"151","cold",-0.5,1
"152","concealment",-0.8,1
"153","concern",-0.6,1
"154","concerned",-0.6,1
"155","confronted",-0.6,1
"156","contributor",0.6,1
"157","convinced",0.6,1
"158","cool",0.75,1
"159","correct",0.6,1
"160","crack",-0.5,1
"161","cracked",-0.5,1
"162","crept",-0.6,1
"163","criticism",-1,1
"164","custody",-0.4,1
"165","cuts",-0.25,1
"166","damaged",-0.5,1
"167","damn",-0.75,1
"168","dark",-0.6,1
"169","dawn",0.5,1
"170","deadly",-0.75,1
"171","depressing",-1,1
"172","desire",0.6,1
"173","desperate",-0.75,1
"174","destroy",-0.5,1
"175","destruction",-0.75,1
"176","devoted",0.8,1
"177","devotion",0.8,1
"178","disappointed",-1,1
"179","disbelief",-0.5,1
"180","disconcerted",-1,1
"181","disillusionment",-0.5,1
"182","disliked",-0.75,1
"183","doubt",-0.75,1
"184","doubts",-0.5,1
"185","dreary",-0.75,1
"186","dripped",-0.4,1
"187","easier",0.8,1
"188","emulate",0.4,1
"189","encouraging",1,1
"190","ensure",0.8,1
"191","erode",-0.6,1
"192","erupted",-0.6,1
"193","escape",-0.25,1
"194","escaping",-0.25,1
"195","exasperated",-1,1
"196","exasperation",-0.75,1
"197","excellently",1,1
"198","excited",0.75,1
"199","excitement",1,1
"200","expect",0.4,1
"201","extinguish",-0.75,1
"202","extinguished",-0.25,1
"203","extraordinary",0.75,1
"204","fabulous",0.5,1
"205","false",-0.6,1
"206","famous",0.5,1
"207","fancy",0.5,1
"208","faster",0.6,1
"209","fault",-0.5,1
"210","favor",0.6,1
"211","fear",-0.75,1
"212","feeling",0.25,1
"213","fervently",0.25,1
"214","feverish",-0.75,1
"215","filthy",-0.5,1
"216","finally",0.4,1
"217","focus",0.6,1
"218","forced",-0.5,1
"219","forgiven",0.4,1
"220","frightened",-0.5,1
"221","fully",0.4,1
"222","garden",0.6,1
"223","gasp",-0.8,1
"224","genuine",0.5,1
"225","gift",0.5,1
"226","glaring",-0.8,1
"227","glittering",0.6,1
"228","glorious",0.5,1
"229","glow",0.25,1
"230","gratitude",0.75,1
"231","grave",-0.5,1
"232","gravely",-1,1
"233","guard",-0.25,1
"234","hang",-0.25,1
"235","happily",0.5,1
"236","happiness",0.75,1
"237","happy",0.75,1
"238","hastily",-0.4,1
"239","helps",0.8,1
"240","hit",-0.25,1
"241","holiday",0.8,1
"242","honest",0.75,1
"243","horror",-1,1
"244","hot",-0.25,1
"245","hurried",-0.25,1
"246","impenetrable",-0.4,1
"247","impervious",0.4,1
"248","imprisoned",-0.75,1
"249","including",0.6,1
"250","incredulous",-0.5,1
"251","indifference",-0.75,1
"252","indistinct",-0.6,1
"253","informs",0.4,1
"254","inmates",-0.8,1
"255","innocence",0.8,1
"256","insane",-0.75,1
"257","inspirational",0.5,1
"258","interest",0.5,1
"259","invincible",0.25,1
"260","invite",0.25,1
"261","isolated",-0.75,1
"262","isolation",-0.5,1
"263","join",0.25,1
"264","joined",0.6,1
"265","joyful",1,1
"266","joyous",0.75,1
"267","kidnapped",-1,1
