"","word","score","n"
"1","professor",0.4,25
"2","like",0.5,13
"3","right",0.8,10
"4","monster",-0.5,9
"5","hollow",-0.5,8
"6","well",0.8,8
"7","hard",-0.25,7
"8","slowly",-0.25,7
"9","found",0.6,6
"10","good",0.75,6
"11","loud",-0.25,6
"12","black",-0.25,5
"13","free",0.5,5
"14","leave",-0.25,5
"15","petrified",-0.5,5
"16","ready",0.8,5
"17","dark",-0.6,4
"18","enough",-0.25,4
"19","moaning",-0.25,4
"20","straight",0.6,4
"21","angrily",-0.5,3
"22","attack",-0.75,3
"23","creature",-0.25,3
"24","eagerly",0.8,3
"25","forward",0.6,3
"26","hairy",-0.1,3
"27","hanging",-0.25,3
"28","trouble",-0.5,3
"29","ugly",-0.75,3
"30","white",0.4,3
"31","ahead",0.8,2
"32","applause",0.5,2
"33","attacked",-1,2
"34","blaze",-0.25,2
"35","break",-0.25,2
"36","breakfast",0.6,2
"37","burned",-0.6,2
"38","carefully",0.25,2
"39","center",0.25,2
"40","daring",0.75,2
"41","darkness",-0.75,2
"42","deadly",-0.75,2
"43","death",-0.75,2
"44","desperately",-0.5,2
"45","die",-0.75,2
"46","died",-0.5,2
"47","excitedly",0.8,2
"48","fatal",-0.5,2
"49","fear",-0.75,2
"50","fell",-0.5,2
"51","fighting",-0.8,2
"52","forbidden",-1,2
"53","friend",0.8,2
"54","frowning",-0.75,2
"55","gigantic",0.25,2
"56","great",0.5,2
"57","hidden",-0.25,2
"58","hurried",-0.25,2
"59","innocent",0.8,2
"60","kill",-0.75,2
"61","killed",-0.5,2
"62","kind",0.5,2
"63","permission",0.8,2
"64","prepare",0.1,2
"65","rumbling",-0.25,2
"66","scared",-0.5,2
"67","scream",-1,2
"68","sick",-0.75,2
"69","sir",0.25,2
"70","snake",-0.25,2
"71","sneak",-0.5,2
"72","sorry",-0.5,2
"73","staring",-0.25,2
"74","starving",-0.5,2
"75","tense",-0.5,2
"76","terrified",-1,2
"77","tired",-0.75,2
"78","trembling",-0.5,2
"79","usual",0.4,2
"80","visit",0.4,2
"81","weak",-0.5,2
"82","wild",-0.25,2
"83","worry",-0.75,2
"84","wrong",-0.75,2
"85","yelped",-0.6,2
"86","yes",0.8,2
"87","ablaze",-0.25,1
"88","absence",-0.5,1
"89","admit",0.6,1
"90","aghast",-1,1
"91","agree",0.5,1
"92","alive",0.5,1
"93","amazed",0.5,1
"94","ancient",0.25,1
"95","anxiety",-1,1
"96","arrested",-0.5,1
"97","ash",-0.4,1
"98","assured",0.8,1
"99","astounded",0.5,1
"100","attacker",-0.6,1
"101","attacking",-0.5,1
"102","avoided",-0.5,1
"103","backward",-0.5,1
"104","bad",-0.75,1
"105","beaming",0.5,1
"106","beast",-0.5,1
"107","best",0.5,1
"108","bitterly",-1,1
"109","blamed",-0.5,1
"110","blast",-0.4,1
"111","blind",-0.75,1
"112","blocked",-0.4,1
"113","blow",-0.4,1
"114","bothering",-0.75,1
"115","boy",0.25,1
"116","breaking",-0.6,1
"117","bright",0.5,1
"118","brightly",0.6,1
"119","brilliant",1,1
"120","chance",0.25,1
"121","cheering",0.5,1
"122","choice",0.4,1
"123","choked",-1,1
"124","clamped",-0.4,1
"125","clapped",0.25,1
"126","cleared",0.5,1
"127","cleverly",0.8,1
"128","cold",-0.5,1
"129","concern",-0.6,1
"130","congratulating",1,1
"131","convinced",0.6,1
"132","coughing",-0.8,1
"133","courage",0.75,1
"134","cowering",-1,1
"135","crack",-0.5,1
"136","crashing",-1,1
"137","crazy",-0.75,1
"138","creaking",-0.5,1
"139","culprit",-1,1
"140","curious",0.4,1
"141","curl",-0.25,1
"142","danger",-0.75,1
"143","dead",-1,1
"144","deal",0.25,1
"145","delight",1,1
"146","deny",-0.75,1
"147","deserted",-0.6,1
"148","detention",-0.5,1
"149","disappeared",-0.6,1
"150","doubt",-0.75,1
"151","dread",-0.75,1
"152","dreadful",-0.75,1
"153","drowned",-0.8,1
"154","easy",0.8,1
"155","empty",-0.25,1
"156","enemy",-1,1
"157","erupted",-0.6,1
"158","escaping",-0.25,1
"159","excellent",1,1
"160","excited",0.75,1
"161","excitement",1,1
"162","explode",-0.5,1
"163","explosion",-0.6,1
"164","facedown",-0.6,1
"165","falling",-0.75,1
"166","fearsome",-0.5,1
"167","feeble",-0.75,1
"168","feeling",0.25,1
"169","fellow",0.4,1
"170","fervently",0.25,1
"171","fiercely",-0.25,1
"172","fire",-0.25,1
"173","fist",-0.4,1
"174","flee",-0.75,1
"175","flees",-0.5,1
"176","fleeting",-0.4,1
"177","forgive",0.5,1
"178","fresh",0.5,1
"179","frightened",-0.5,1
"180","furiously",-1,1
"181","glare",-0.25,1
"182","glaring",-0.8,1
"183","glinting",0.25,1
"184","glistening",0.6,1
"185","glowing",0.25,1
"186","goodness",1,1
"187","graciously",0.75,1
"188","grateful",1,1
"189","greeting",0.5,1
"190","grin",0.5,1
"191","guard",-0.25,1
"192","halt",-0.4,1
"193","handsome",1,1
"194","happier",0.5,1
"195","harm",-0.75,1
"196","harmed",-0.5,1
"197","hatred",-0.5,1
"198","helping",0.5,1
"199","hissed",-0.5,1
"200","hit",-0.25,1
"201","hitting",-0.6,1
"202","hope",0.5,1
"203","hopeful",0.75,1
"204","hurt",-0.75,1
"205","important",0.75,1
"206","impossible",-0.5,1
"207","information",0.4,1
"208","interested",0.5,1
"209","joined",0.6,1
"210","joyfully",0.5,1
"211","keen",0.5,1
"212","killing",-0.75,1
"213","kills",-0.75,1
"214","kinder",0.6,1
"215","king",0.1,1
"216","laugh",0.5,1
"217","led",0.4,1
"218","lesson",0.4,1
"219","library",0.6,1
"220","lie",-0.5,1
"221","livid",-0.75,1
"222","loomed",-0.6,1
"223","lost",-0.75,1
"224","louder",-0.25,1
"225","lucky",0.75,1
"226","lurking",-1,1
"227","magic",0.25,1
"228","missed",-0.5,1
"229","misunderstood",-0.75,1
"230","mortal",-0.25,1
"231","mud",-0.25,1
"232","murderous",-1,1
"233","musty",-0.5,1
"234","mystery",-0.4,1
"235","nervous",-0.75,1
"236","noisy",-0.75,1
"237","odd",-0.25,1
"238","oddly",-0.6,1
"239","outbreak",-0.8,1
"240","pleaded",-0.4,1
"241","please",1,1
"242","poor",-0.5,1
"243","precise",0.5,1
"244","problem",-0.75,1
"245","protected",0.8,1
"246","puzzled",-0.75,1
"247","quiet",0.25,1
"248","quivering",-0.6,1
"249","relief",0.5,1
"250","reluctantly",-0.5,1
"251","remarkably",0.5,1
"252","rescue",0.25,1
"253","respect",0.5,1
"254","restored",0.5,1
"255","revive",0.25,1
"256","rigid",-0.75,1
"257","sadly",-1,1
"258","safely",0.5,1
"259","safety",0.8,1
"260","scheme",-0.1,1
"261","scowl",-1,1
"262","scratched",-0.6,1
"263","scuttled",-0.6,1
"264","seize",-0.5,1
"265","seized",-0.6,1
"266","serpent",-0.25,1
